Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,match_result,home_rank,away_rank,rank_diff,Unnamed: 0,group,rank,team,matches_played,wins,draws,losses,goals_scored,goals_against,goal_difference,points,expected_goal_scored,exp_goal_conceded,exp_goal_difference,exp_goal_difference_per_90,Unnamed: 0_away,group_away,rank_away,team_away,matches_played_away,wins_away,draws_away,losses_away,goals_scored_away,goals_against_away,goal_difference_away,points_away,expected_goal_scored_away,exp_goal_conceded_away,exp_goal_difference_away,exp_goal_difference_per_90_away,xg_diff,goals_scored_diff,goal_difference_diff,wins_diff,exp_goal_conceded_diff,Unnamed: 0_home,group_home,rank_home,team_home,matches_played_home,wins_home,draws_home,losses_home,goals_scored_home,goals_against_home,goal_difference_home,points_home,expected_goal_scored_home,exp_goal_conceded_home,exp_goal_difference_home,exp_goal_difference_per_90_home
1994.0,1994-06-29 12:30:00,Group F,RFK Stadium,Washington Dc ,Belgium,0.0,1.0,Saudi Arabia, ,52959.0,0.0,1.0,KRUG Hellmut (GER),BRAZZALE Eugene (AUS),TAIBI Ernesto (ARG),337.0,3082.0,BEL,KSA,Away Win,27.0,34.0,-7.0,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05,11.0,3.0,4.0,Saudi Arabia,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,6.0,-3.0,-1.01,1.7000000000000002,-2.0,1.0,0.0,-1.4000000000000004,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05
1994.0,1994-06-30 19:30:00,Group D,Foxboro Stadium,Boston ,Greece,0.0,2.0,Nigeria, ,53001.0,0.0,1.0,MOTTRAM Leslie (SCO),PARK Hae-Yong (KOR),ALVES Paulo Jorge (BRA),337.0,3083.0,GRE,NGA,Away Win,31.0,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,1994-06-30 19:30:00,Group D,Cotton Bowl,Dallas ,Argentina,0.0,2.0,Bulgaria, ,63998.0,0.0,0.0,JOUINI Neji (TUN),YLI-KARRO Tapio (FIN),RHARIB El Jilali Mohamed (MAR),337.0,3084.0,ARG,BUL,Away Win,8.0,29.0,-21.0,8.0,3.0,1.0,Argentina,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,6.0,0.7,5.2,1.74,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,1.0,Argentina,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,6.0,0.7,5.2,1.74
1994.0,1994-07-02 12:00:00,Round of 16,Soldier Field,Chicago ,Germany,3.0,2.0,Belgium, ,60246.0,3.0,1.0,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),CHRISTENSEN Carl-Johan Meyer (DEN),338.0,3085.0,GER,BEL,Home Win,1.0,27.0,-26.0,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05,5.3999999999999995,5.0,2.0,0.0,-1.1999999999999997,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22
1994.0,1994-07-02 16:30:00,Round of 16,RFK Stadium,Washington Dc ,Spain,3.0,0.0,Switzerland, ,53121.0,1.0,0.0,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),MARTON Sandor (HUN),338.0,3086.0,ESP,SUI,Home Win,5.0,12.0,-7.0,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82,25.0,7.0,2.0,Switzerland,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,4.4,3.1,1.4,0.45,0.7999999999999998,5.0,5.0,-1.0,-0.3999999999999999,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82
1994.0,1994-07-03 12:00:00,Round of 16,Cotton Bowl,Dallas ,Saudi Arabia,1.0,3.0,Sweden, ,60277.0,0.0,1.0,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),CALIX GARCIA Raimundo (HON),338.0,3087.0,KSA,SWE,Away Win,34.0,10.0,24.0,11.0,3.0,4.0,Saudi Arabia,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,6.0,-3.0,-1.01,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,4.0,Saudi Arabia,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,6.0,-3.0,-1.01
1994.0,1994-07-03 13:30:00,Round of 16,Rose Bowl,Los Angeles ,Romania,3.0,2.0,Argentina, ,90469.0,2.0,1.0,PAIRETTO Pierluigi (ITA),RAMICONE Domenico (ITA),MATTHYS Luc (BEL),338.0,3088.0,ROU,ARG,Home Win,7.0,8.0,-1.0,,,,,,,,,,,,,,,,,8.0,3.0,1.0,Argentina,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,6.0,0.7,5.2,1.74,,,,,,,,,,,,,,,,,,,,,
1994.0,1994-07-04 12:00:00,Round of 16,Citrus Bowl,Orlando ,Netherlands,2.0,0.0,"rn"">Republic of Ireland", ,61355.0,2.0,0.0,MIKKELSEN Peter (DEN),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),338.0,3089.0,NED,IRL,Home Win,2.0,,,0.0,1.0,1.0,Netherlands,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,2.4,2.7,-0.3,-0.11,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,Netherlands,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,2.4,2.7,-0.3,-0.11
1994.0,1994-07-04 12:30:00,Round of 16,Stanford Stadium,San Francisco ,Brazil,1.0,0.0,USA, ,84147.0,0.0,0.0,QUINIOU Joel (FRA),PARK Hae-Yong (KOR),EVERSTIG Mikael (SWE),338.0,3090.0,BRA,USA,Home Win,3.0,23.0,-20.0,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65,,,,,,,,,,,,,,,,,,,,,,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65
1994.0,1994-07-05 13:00:00,Round of 16,Foxboro Stadium,Boston ,Nigeria,1.0,2.0,Italy,Italy win after extra time ,54367.0,0.0,0.0,BRIZIO CARTER Arturo (MEX),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),338.0,3091.0,NGA,ITA,Away Win,11.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,1994-07-05 16:30:00,Round of 16,Giants Stadium,New York/New Jersey ,Mexico,1.0,1.0,Bulgaria,Bulgaria win on penalties (1 - 3) ,71030.0,0.0,0.0,AL SHARIF Jamal (SYR),FANAEI Mohammad (IRN),AL GHATTAN Yousif Abdulla (BAH),338.0,3092.0,MEX,BUL,Draw,16.0,29.0,-13.0,10.0,3.0,3.0,Mexico,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,3.3,2.4,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,3.0,Mexico,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,3.3,2.4,0.9,0.3
1994.0,1994-07-09 12:00:00,Quarter-finals,Foxboro Stadium,Boston ,Italy,2.0,1.0,Spain, ,53400.0,1.0,0.0,PUHL Sandor (HUN),DUNSTER Gordon (AUS),MATTHYS Luc (BEL),796.0,3097.0,ITA,ESP,Home Win,4.0,5.0,-1.0,,,,,,,,,,,,,,,,,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82,,,,,,,,,,,,,,,,,,,,,
1994.0,1994-07-09 14:30:00,Quarter-finals,Cotton Bowl,Dallas ,Netherlands,2.0,3.0,Brazil, ,63500.0,0.0,0.0,BADILLA Rodrigo (CRC),AL GHATTAN Yousif Abdulla (BAH),FANAEI Mohammad (IRN),796.0,3098.0,NED,BRA,Away Win,2.0,3.0,-1.0,0.0,1.0,1.0,Netherlands,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,2.4,2.7,-0.3,-0.11,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65,-3.5000000000000004,2.0,2.0,0.0,1.8000000000000003,0.0,1.0,1.0,Netherlands,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,2.4,2.7,-0.3,-0.11
1994.0,1994-07-10 12:00:00,Quarter-finals,Giants Stadium,New York/New Jersey ,Bulgaria,2.0,1.0,Germany, ,72000.0,0.0,0.0,TORRES CADENA Jose Joaquin (COL),ZARATE Venancio (PAR),MARTON Sandor (HUN),796.0,3096.0,BUL,GER,Home Win,29.0,1.0,28.0,,,,,,,,,,,,,,,,,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22,,,,,,,,,,,,,,,,,,,,,
1994.0,1994-07-10 12:30:00,Quarter-finals,Stanford Stadium,San Francisco ,Romania,2.0,2.0,Sweden,Sweden win on penalties (4 - 5) ,83500.0,0.0,0.0,DON Philip (ENG),PEARSON Roy (ENG),PARK Hae-Yong (KOR),796.0,3095.0,ROU,SWE,Draw,7.0,10.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,1994-07-13 16:00:00,Semi-finals,Giants Stadium,New York/New Jersey ,Bulgaria,1.0,2.0,Italy, ,74110.0,1.0,2.0,QUINIOU Joel (FRA),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),3461.0,3100.0,BUL,ITA,Away Win,29.0,4.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,1994-07-13 16:30:00,Semi-finals,Rose Bowl,Los Angeles ,Sweden,0.0,1.0,Brazil, ,91856.0,0.0,0.0,TORRES CADENA Jose Joaquin (COL),MARTON Sandor (HUN),MATTHYS Luc (BEL),3461.0,3099.0,SWE,BRA,Away Win,10.0,3.0,7.0,,,,,,,,,,,,,,,,,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65,,,,,,,,,,,,,,,,,,,,,
1994.0,1994-07-16 12:30:00,Match for third place,Rose Bowl,Los Angeles ,Sweden,4.0,0.0,Bulgaria, ,91500.0,4.0,0.0,BUJSAIM Ali (UAE),RHARIB El Jilali Mohamed (MAR),TAIBI Ernesto (ARG),3460.0,3103.0,SWE,BUL,Home Win,10.0,29.0,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.0,1994-07-17 12:30:00,Final,Rose Bowl,Los Angeles ,Brazil,0.0,0.0,Italy,Brazil win on penalties (3 - 2) ,94194.0,0.0,0.0,PUHL Sandor (HUN),ZARATE Venancio (PAR),FANAEI Mohammad (IRN),3459.0,3104.0,BRA,ITA,Draw,3.0,4.0,-1.0,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65,,,,,,,,,,,,,,,,,,,,,,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65
1998.0,1998-06-10 17:30:00,Group A,Stade de France,Saint-Denis ,Brazil,2.0,1.0,Scotland, ,80000.0,1.0,1.0,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),ARANGO Jorge Luis (COL),1014.0,4000.0,BRA,SCO,Home Win,1.0,41.0,-40.0,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65,,,,,,,,,,,,,,,,,,,,,,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65
1998.0,1998-06-10 21:00:00,Group A,La Mosson,Montpellier ,Morocco,2.0,2.0,Norway, ,29800.0,1.0,1.0,ANPRASERT Pirom (THA),ABDUL HAMID Halim (MAS),WICKRAMATUNGA Nimal (SRI),1014.0,8725.0,MAR,NOR,Draw,13.0,7.0,6.0,20.0,6.0,1.0,Morocco,3.0,2.0,1.0,0.0,4.0,1.0,3.0,7.0,2.4,2.8,-0.5,-0.15,,,,,,,,,,,,,,,,,,,,,,20.0,6.0,1.0,Morocco,3.0,2.0,1.0,0.0,4.0,1.0,3.0,7.0,2.4,2.8,-0.5,-0.15
1998.0,1998-06-11 17:30:00,Group B,Stade du Parc Lescure,Bordeaux ,Italy,2.0,2.0,Chile, ,31800.0,1.0,1.0,BOUCHARDEAU Lucien (NIG),DANTE Dramane (MLI),MANSRI Mohamed (TUN),1014.0,8726.0,ITA,CHI,Draw,14.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-11 21:00:00,Group B,Stade Municipal,Toulouse ,Cameroon,1.0,1.0,Austria, ,33500.0,0.0,0.0,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),SALINAS Reynaldo (HON),1014.0,8727.0,CMR,AUT,Draw,49.0,31.0,18.0,26.0,7.0,3.0,Cameroon,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,3.4,5.8,-2.3,-0.78,,,,,,,,,,,,,,,,,,,,,,26.0,7.0,3.0,Cameroon,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,3.4,5.8,-2.3,-0.78
1998.0,1998-06-12 14:30:00,Group D,La Mosson,Montpellier ,Paraguay,0.0,0.0,Bulgaria, ,29800.0,0.0,0.0,ALZEID Abdulrahman (KSA),SALIE Achmat (RSA),GHADANFARI Hussain (KUW),1014.0,8728.0,PAR,BUL,Draw,29.0,35.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-12 17:30:00,Group C,Stade Felix Bollaert,Lens ,Saudi Arabia,0.0,1.0,Denmark, ,38100.0,0.0,0.0,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),DIAZ GALVEZ Jorge (CHI),1014.0,8729.0,KSA,DEN,Away Win,34.0,27.0,7.0,11.0,3.0,4.0,Saudi Arabia,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,6.0,-3.0,-1.01,15.0,4.0,4.0,Denmark,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,2.7,3.9,-1.2,-0.39,0.2999999999999998,2.0,0.0,1.0,2.1,11.0,3.0,4.0,Saudi Arabia,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,6.0,-3.0,-1.01
1998.0,1998-06-12 21:00:00,Group C,Stade V�lodrome,Marseilles ,France,3.0,0.0,South Africa, ,55000.0,1.0,0.0,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),GONZALES Merere (TRI),1014.0,8730.0,FRA,RSA,Home Win,18.0,24.0,-6.0,12.0,4.0,1.0,France,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,7.2,1.6,5.5,1.85,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,1.0,France,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,7.2,1.6,5.5,1.85
1998.0,1998-06-13 14:30:00,Group D,La Beaujoire,Nantes ,Spain,2.0,3.0,Nigeria, ,35500.0,1.0,1.0,BAHARMAST Esse (USA),TORRES ZUNIGA Luis (CRC),DUPANOV Yuri (BLR),1014.0,8731.0,ESP,NGA,Away Win,15.0,74.0,-59.0,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82
1998.0,1998-06-13 17:30:00,Group E,Stade de Gerland,Lyon ,Korea Republic,1.0,3.0,Mexico, ,39100.0,1.0,0.0,BENKO Gunter (AUT),FRED Lencie (VAN),SCHNEIDER Erich (GER),1014.0,8732.0,KOR,MEX,Away Win,20.0,4.0,16.0,29.0,8.0,2.0,Korea Republic,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,4.1,3.5,0.6,0.19,10.0,3.0,3.0,Mexico,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,3.3,2.4,0.9,0.3,0.7999999999999998,2.0,1.0,0.0,1.1,29.0,8.0,2.0,Korea Republic,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,4.1,3.5,0.6,0.19
1998.0,1998-06-13 21:00:00,Group E,Stade de France,Saint-Denis ,Netherlands,0.0,0.0,Belgium, ,77000.0,0.0,0.0,COLLINA Pierluigi (ITA),MAZZEI Gennaro (ITA),ZAMMIT Emanuel (MLT),1014.0,8733.0,NED,BEL,Draw,25.0,36.0,-11.0,0.0,1.0,1.0,Netherlands,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,2.4,2.7,-0.3,-0.11,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05,-2.3000000000000003,4.0,5.0,1.0,-1.8999999999999995,0.0,1.0,1.0,Netherlands,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,2.4,2.7,-0.3,-0.11
1998.0,1998-06-14 14:30:00,Group H,Stade Municipal,Toulouse ,Argentina,1.0,0.0,Japan, ,33500.0,1.0,0.0,VAN DER ENDE Mario (NED),VAN DEN BROECK Marc (BEL),FOLEY Eddie (IRL),1014.0,8734.0,ARG,JPN,Home Win,6.0,12.0,-6.0,8.0,3.0,1.0,Argentina,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,6.0,0.7,5.2,1.74,16.0,5.0,1.0,Japan,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,3.8,4.2,-0.4,-0.14,2.2,1.0,2.0,0.0,-3.5,8.0,3.0,1.0,Argentina,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,6.0,0.7,5.2,1.74
1998.0,1998-06-14 17:30:00,Group F,Stade Geoffroy Guichard,Saint-Etienne ,Yugoslavia,1.0,0.0,Iran, ,30600.0,0.0,0.0,TEJADA NORIEGA Alberto (PER),POWELL Owen (JAM),POCIEGIEL Jacek (POL),1014.0,8735.0,YUG,IRN,Home Win,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-14 21:00:00,Group H,Stade Felix Bollaert,Lens ,Jamaica,1.0,3.0,Croatia, ,38100.0,1.0,1.0,MELO PEREIRA Vitor (POR),GRIGORESCU Nicolae (ROU),POUDEVIGNE Jacques (FRA),1014.0,8736.0,JAM,CRO,Away Win,30.0,19.0,11.0,,,,,,,,,,,,,,,,,21.0,6.0,2.0,Croatia,3.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,3.8,3.8,0.0,-0.01,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-15 14:30:00,Group G,Stade V�lodrome,Marseilles ,England,2.0,0.0,Tunisia, ,55000.0,1.0,0.0,OKADA Masayoshi (JPN),JEON Young Hyun (KOR),DANTE Dramane (MLI),1014.0,8740.0,ENG,TUN,Home Win,5.0,21.0,-16.0,4.0,2.0,1.0,England,3.0,2.0,1.0,0.0,9.0,2.0,7.0,7.0,5.2,2.3,2.9,0.97,14.0,4.0,3.0,Tunisia,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.3,2.8,-0.5,-0.17,2.9000000000000004,8.0,7.0,1.0,-0.5,4.0,2.0,1.0,England,3.0,2.0,1.0,0.0,9.0,2.0,7.0,7.0,5.2,2.3,2.9,0.97
1998.0,1998-06-15 17:30:00,Group G,Stade de Gerland,Lyon ,Romania,1.0,0.0,Colombia, ,39100.0,1.0,0.0,LIM KEE CHONG An Yan (MRI),AL MUSAWI Mohamed (OMA),ABDUL HAMID Halim (MAS),1014.0,8739.0,ROU,COL,Home Win,22.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-15 21:00:00,Group F,Parc des Princes,Paris ,Germany,2.0,0.0,USA, ,45500.0,1.0,0.0,BELQOLA Said (MAR),MANSRI Mohamed (TUN),NILSSON Mikael (SWE),1014.0,8738.0,GER,USA,Home Win,2.0,11.0,-9.0,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22,,,,,,,,,,,,,,,,,,,,,,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22
1998.0,1998-06-16 17:30:00,Group A,Stade du Parc Lescure,Bordeaux ,Scotland,1.0,1.0,Norway, ,31800.0,0.0,0.0,VAGNER Laszlo (HUN),AMLER Evzen (CZE),RAUSIS Laurent (SUI),1014.0,8741.0,SCO,NOR,Draw,41.0,7.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-16 21:00:00,Group A,La Beaujoire,Nantes ,Brazil,3.0,0.0,Morocco, ,35500.0,2.0,0.0,LEVNIKOV Nikolai (RUS),DUPANOV Yuri (BLR),WARREN Mark (ENG),1014.0,8742.0,BRA,MAR,Home Win,1.0,13.0,-12.0,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65,20.0,6.0,1.0,Morocco,3.0,2.0,1.0,0.0,4.0,1.0,3.0,7.0,2.4,2.8,-0.5,-0.15,3.5000000000000004,-1.0,-1.0,0.0,-1.9,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65
1998.0,1998-06-17 17:30:00,Group B,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1.0,1.0,Austria, ,30600.0,0.0,0.0,EL GHANDOUR Gamal (EGY),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),1014.0,8743.0,CHI,AUT,Draw,9.0,31.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-17 21:00:00,Group B,La Mosson,Montpellier ,Italy,3.0,0.0,Cameroon, ,29800.0,1.0,0.0,LENNIE Edward (AUS),FRED Lencie (VAN),ROSSI Claudio (ARG),1014.0,8744.0,ITA,CMR,Home Win,14.0,49.0,-35.0,,,,,,,,,,,,,,,,,26.0,7.0,3.0,Cameroon,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,3.4,5.8,-2.3,-0.78,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-18 17:30:00,Group C,Stade Municipal,Toulouse ,South Africa,1.0,1.0,Denmark, ,33500.0,0.0,1.0,TORO RENDON John (COL),ARANGO Jorge Luis (COL),GALVAN Celestino (PAR),1014.0,8746.0,RSA,DEN,Draw,24.0,27.0,-3.0,,,,,,,,,,,,,,,,,15.0,4.0,4.0,Denmark,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,2.7,3.9,-1.2,-0.39,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-18 21:00:00,Group C,Stade de France,Saint-Denis ,France,4.0,0.0,Saudi Arabia, ,80000.0,1.0,0.0,BRIZIO CARTER Arturo (MEX),SALINAS Reynaldo (HON),TORRES ZUNIGA Luis (CRC),1014.0,8745.0,FRA,KSA,Home Win,18.0,34.0,-16.0,12.0,4.0,1.0,France,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,7.2,1.6,5.5,1.85,11.0,3.0,4.0,Saudi Arabia,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,6.0,-3.0,-1.01,4.2,3.0,5.0,1.0,-4.4,12.0,4.0,1.0,France,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,7.2,1.6,5.5,1.85
1998.0,1998-06-19 17:30:00,Group D,Parc des Princes,Paris ,Nigeria,1.0,0.0,Bulgaria, ,45500.0,1.0,0.0,SANCHEZ YANTEN Mario (CHI),DIAZ GALVEZ Jorge (CHI),PINTO Arnaldo (BRA),1014.0,8747.0,NGA,BUL,Home Win,74.0,35.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.0,1998-06-19 21:00:00,Group D,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0.0,0.0,Paraguay, ,30600.0,0.0,0.0,McLEOD Ian (RSA),SOLDATOS Aristidis Chris (RSA),POWELL Owen (JAM),1014.0,8748.0,ESP,PAR,Draw,15.0,29.0,-14.0,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82
1998.0,1998-06-20 14:30:00,Group H,La Beaujoire,Nantes ,Japan,0.0,1.0,Croatia, ,35500.0,0.0,0.0,RAMDHAN Ramesh (TRI),GONZALES Merere (TRI),SALIE Achmat (RSA),1014.0,8751.0,JPN,CRO,Away Win,12.0,19.0,-7.0,16.0,5.0,1.0,Japan,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,3.8,4.2,-0.4,-0.14,21.0,6.0,2.0,Croatia,3.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,3.8,3.8,0.0,-0.01,0.0,0.0,-2.0,1.0,0.40000000000000036,16.0,5.0,1.0,Japan,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,3.8,4.2,-0.4,-0.14
1998.0,1998-06-20 17:30:00,Group E,Stade du Parc Lescure,Bordeaux ,Belgium,2.0,2.0,Mexico, ,31800.0,1.0,0.0,DALLAS Hugh (SCO),FOLEY Eddie (IRL),AL MUSAWI Mohamed (OMA),1014.0,8750.0,BEL,MEX,Draw,36.0,4.0,32.0,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05,10.0,3.0,3.0,Mexico,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,3.3,2.4,0.9,0.3,1.4000000000000004,-1.0,0.0,0.0,2.1999999999999997,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05
